"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"JUGAL GOYAL","KARTIK WAREHOUSE","6608228","CHAK NO 50 NGC, SATIPURA","Hanumangarh","RAJASTHAN","3760","29-Jul-2022","28-Jul-2027","8302422222","Active",""
"Jyoti Agro Foods","JYOTI AGRO FOODS","7090533","KHASRA NO: 276/53, VILLAGE RAGHUVEERPURA, PATWAR HALKA HATTIPURA, TEHSIL AND DISTRICT BUNDI","Bundi","RAJASTHAN","3970","16-May-2025","15-May-2030","7014619925","Active",""
"JYOTI CHOUDHARY","Asha Warehouse","6693279","Khasra No. 382 ( Old) & 867/836( New), Village Kumprawas, Kumpras Chhapari Khurd, Tehsil Merta Road","Nagaur","RAJASTHAN","3000","07-Mar-2023","06-Mar-2028","9828023776","Active",""
"KAMAL AGGARWAL","BHARAT INDUSTRIES","6781389","KHASRA NO 46-47 N.H.62, NEAR MAHESH MOTERS, BIKANER ROAD","Bikaner","RAJASTHAN","7268","14-Sep-2023","13-Sep-2028","9950000999","Inactive","EXPIRED INSURANCE"
"Kamla Gandhi","Gandhi Warehouse","6749790","Chak No. 11 & 12, Khasra No. 78, Village Desuriya Visnoiyan, tehsil & district jodhpur,","Jodhpur","RAJASTHAN","3588","30-Jun-2023","29-Jun-2028","9610001846","Active",""
"Kamla Kamla","Tarar Warehousing","7045628","Chak 1 G Chhoti, Sriganganagar,","Ganganagar","RAJASTHAN","8000","21-Mar-2025","20-Sep-2029","9351365150","Active",""
"KANCHAN RATHI","KANCHAN UDYOG","6871024","KHASARA NO 44/3 MARK B, 17 KM MILESTONE PUGAL ROAD, SHOBHASAR BIKANER","Bikaner","RAJASTHAN","6163","24-Feb-2024","23-Feb-2029","8955704014","Active",""
"Kavita Lohiya","Lohiya Logistics","6652051","Plot No.9, Khasra No.80/1, Village Desuriya Vishnoiyan,Tehsil Mandore,","Jodhpur","RAJASTHAN","2090","17-Nov-2022","16-Nov-2027","9828545117","Active",""
"KAVITA SHAH","SAGAR WAREHOUSE","6770762","569/1239 NEAR SHANTINATH VILLAGE TIRTH,BAMOTAR,PRATAPGARH,","Pratapgarh","RAJASTHAN","4723","09-Aug-2023","08-Feb-2028","8003882256","Inactive",""
"KHATU GRAM SEWA SAHAKARI SAMITI LIMITED","KHATU GRAM SEWA SAHAKARI SAMITI LIMITED","6947790","NEAR TORAN DWAR GATE,VILLAGE-SITARAMPURA, TEHSIL-DANTARAMGARH","Sikar","RAJASTHAN","3500","20-Jun-2024","19-Jun-2029","9413338959","Active",""
"Khushboo Pareek","Narayana Agro","6592380","Khasra No. 611/602,, S.H. 20, 10 KM Mile Stone, Near Toll Plaza, Somalsar,","Bikaner","RAJASTHAN","4000","08-Jun-2022","07-Jun-2027","9414424242","Active",""
"KIRAN KANWAR","RAJENDRA LOGISTICS","7021777","KHASRA NO. 460/26, ROOPSAR, NETRA , BHAWAD FANTA, BAORI","Jodhpur","RAJASTHAN","6900","16-Feb-2025","15-Aug-2026","9829944192","Active",""
"KOMAL KHARIWAL","KOMAL KHARIWAL","6961205","CHAK- 9- DWM, P.NO 152/5(1), KILLA NO. 19,20,21/1,22/2, TEHSIL- RAWATSAR, HANUMANGARH","Hanumangarh","RAJASTHAN","8368","23-Jul-2024","22-Jul-2029","9950217660","Inactive","EXPIRED/INSUFFICIENT INSURANCE"
"Koushalya Gaat","Mahadev Agro","6993067","Km Stone 15.5, NH 62, Khasra No.675/22, Rohi Surnana, Loonkaransar, Bikaner","Bikaner","RAJASTHAN","5736","12-Nov-2024","11-Nov-2029","9352227333","Active",""
"KRISHNA JHANWAR","M/S. K. K. WAREHOUSE","6655740","Khasara No. 20,23 & 24, Narbadkheda, Udaipur Road, Village Gohana, Tehsil Beawar,","Ajmer","RAJASTHAN","1693","30-Nov-2022","29-Nov-2027","9352410209","Active",""
"Kritika Kritika","MRG Warehouse","7109887","Stone No. 126/361 SQ No 37 Killa No. 16 to 19,24,25 Chak 03 JSD, Padampur Road Jaitsar Srivijaynagar","Ganganagar","RAJASTHAN","4580","01-Jul-2025","30-Jun-2030","9636730477","Active",""
"L.M.J.SERVICES LIMITED","L.M.J SERVICES LIMITED","6491708","B8,C-9-10,MIA 1ST PHASE, BASNI","Jodhpur","RAJASTHAN","3535","12-Feb-2025","11-Feb-2030","8112208445","Inactive","EXPIRED/INSUFFICIENT INSURANCE"
"LAKHVINDER SINGH","LAKHVINDER SINGH","7078207","KHASARA NO. 119,121,122,123,124, VILLAGE- BARKHERA,","Bundi","RAJASTHAN","4979","25-Apr-2025","24-Apr-2030","9414399256","Active",""
"Lakshman Sidhu","Majha Agro Warehouse","6621189","14 BGD 6BLM,","Ganganagar","RAJASTHAN","7009","25-Aug-2022","24-Aug-2027","9784454478","Active",""
"LICHHMA GODARA","R B AGRO","6872550","CHAK 481-500 R.D. PATWAR KHETRA, MURBA NO. 152/9, KILA NO. 16 & 25 GRAM PANCHAYAT KANASAR","Bikaner","RAJASTHAN","4515","27-Feb-2024","26-Feb-2029","9414648768","Active",""
"LTC Commercial Company Private Limited","LTC Commercial Company Private Ltd.","1000389","Sri Ganganagar Road, Chak 1-2 NGM,","Bikaner","RAJASTHAN","9000","20-Oct-2022","09-Dec-2027","8003593401","Active",""
"LTC Commercial Company Private Limited","Aivant Estate Private Limited","3351021","Khasra No. 205/3 & 225/3, 17th KM stone,, Sriganganagar Road, Near Mahalaxmi Petrol Pump, Vill- Khara,","Bikaner","RAJASTHAN","10538","10-Oct-2023","09-Oct-2028","8003593441","Active",""
"LTC Commercial Company Private Limited","Ltc Commercial Company Pvt. Ltd, Chak 47, Llw, Nh-15 Godown","1004415","CHAK 47 LLW ,NATIONAL HIGHWAY NO 15 ,VILLAGE -SINGHPURA,TEHSIL-PILLIBANGA DIST.HANUMANGARGH,","Hanumangarh","RAJASTHAN","13100","01-Feb-2023","02-Jun-2028","8003593441","Active",""
"LTC Commercial Company Private Limited","LTC COMMERCIAL COMPANY PVT LTD","6653042","Khasra no 341,Village Taluka Newai Gunshi,","Tonk","RAJASTHAN","5564","22-Nov-2022","21-May-2027","8003593441","Active",""
"LTC Commercial Company Private Limited","Saraswat Agrocom Private Limited","2990015","Godown No. 2 & 3,Sriganganagar Road,Chak 1-2 NGM, Village- Husangsar,District-Bikaner,Rajasthan, Godown No. 2 & 3,Sriganganagar Road,Chak 1-2 NGM, Village- Husangsar,District-Bikaner,Rajasthan","Bikaner","RAJASTHAN","9831","06-Jan-2023","04-May-2028","8003593431","Active",""
"LTC Commercial Company Private Limited","LTC COMMERCIAL CO.PVT LTD.","6371640","Khasra no:616 & 617 Village-Kasar,Kota, Khasra no:616 & 617 VillageKasar kota","Kota","RAJASTHAN","21152","02-Jan-2025","05-Aug-2029","8003593441","Active",""
"LTC Commercial Company Private Limited","Shree Fats and Proteins Private Limited","3631051","612/1,612/2,612/3,612/4,620/2,620/4, Gram- Jatwara, Tehsil- Bassi,","Jaipur","RAJASTHAN","9877","29-Feb-2024","21-Apr-2029","8003593441","Inactive",""
"LTC Commercial Company Private Limited","Saras Warehouses","1990016","Plot No. 1 & 2 , Murbba No. 152/62, Killa No. 8,13 & 18, 1 NGM Patwar Halka , Husangsar, Plot No. 1 & 2 , Murbba No. 152/62, Killa No. 8,13 & 18, 1 NGM Patwar Halka , Husangsar","Bikaner","RAJASTHAN","6548","31-Jan-2023","12-Mar-2028","8003593441","Active",""
"M/S Greentech Mega Food Park Limited","M/S GREENTECH MEGA FOOD PARK LTD","6682025","Godown No-1,2,3 Bhadun Road,","Ajmer","RAJASTHAN","6091","15-Feb-2023","14-Aug-2027","9928052958","Active",""
"M/S KSD Agree Enterprises","KSD AGREE ENTERPRISES","6948152","CHAK 25 JRK NH .54, GOLUWALA","Hanumangarh","RAJASTHAN","6708","21-Jun-2024","20-Jun-2027","9928157777","Active",""
"M/s Omprakash Vishnoi and Ashok Bishnoi","M/s Omprakash Vishnoi and Ashok Bishnoi","6815583","Plot No. 23A & 24, Khasra No. 78, Village Desuriya Bishnoiyan, Near Mandore Industrial Area,","Jodhpur","RAJASTHAN","3002","13-Dec-2023","12-Mar-2028","9950473108","Active",""
"M/S Pratik warehousing","Pratik Warehousing","6613897","Sq. No. 58 Chak 10 HMH Tibbi Road, Hanumangarh Town,","Hanumangarh","RAJASTHAN","6239","10-Aug-2022","09-Aug-2027","9414095491","Active",""
"M/S R.L. HISSARIA COLLATERAL SERVICES","M/S R.L. HISSARIA COLLATERAL SERVICES","7090624","Chamber No -2 & 3 , Chak -13 HMH ,BHADARKALI ROAD,HANUMANGARH TOWN,","Hanumangarh","RAJASTHAN","4571","17-May-2025","16-May-2030","9414332755","Active",""
"M/S Ramdev Enterprises","M/S Ramdev Enterprises","6678155","Situated Killa No-11,12,13 & 14 SQ No 46 Chack 10 PBN,","Hanumangarh","RAJASTHAN","7918","30-Jan-2023","29-Jan-2028","9414089185","Active",""
"M/s Tayal And Sons","Mamta Tayal Warehouse And Rajeshvari Warehouse","6961650","Village Adarsh Mahabar,","Barmer","RAJASTHAN","10080","25-Jul-2024","24-Jan-2029","6377715322","Active",""
"MAMTA AGARWAL","MAMTA WAREHOUSE","7113756","Aaraji no 19/2, 18/3, Jorawarpura Chouraha ,Village Jorawarpura, Tehsil Banera","Bhilwara","RAJASTHAN","5360","16-Jul-2025","15-Jul-2030","9413359471","Active",""
"Mamta Sarawagi","Mamta Devi Sarawagi","6532626","Chak 1 GB (A) Sarupsar Road Jaitsar,","Ganganagar","RAJASTHAN","6657","13-Sep-2021","12-Sep-2026","8764044665","Active",""
"MANAK RAM","SHREE KRISHNA INDUSTRIES","6631352","KHASRA NO 889/2, BY PASS ROAD VILLAGE MATHANIYA, TEHSIL TINWARI","Jodhpur","RAJASTHAN","2333","20-Sep-2022","19-Sep-2027","9414560940","Active",""
"Mangilal Mangilal","Vijay Laxmi International","6763924","Khasra No.248, Village Lalawas, Tehsil Khimsar,","Nagaur","RAJASTHAN","6338","27-Jul-2023","26-Jul-2028","7023634896","Active",""
"manish chhajer","manish chhajer warehouse","6561963","khasra no. 17/6, tanawara","Jodhpur","RAJASTHAN","6100","16-Mar-2022","15-Mar-2027","9414090111","Active",""
"Manish Roofing & Wires LLP","M/S MANISH ROOFING & WIRES LLP","7088289","Khasra No. 41/1,41/2,42/1,42/2, Plot No. 43,44 Village Brijpura, Tehsil Chaksu","Jaipur","RAJASTHAN","4515","14-May-2025","13-May-2030","9414070915","Active",""
"Manjula kothari","M/S Vidhi Warehousing Company","6843395","Block No. 14, 15 & 16, Khasra No. 51/4 & 51/5, Village Tanawara, Tehsil Luni","Jodhpur","RAJASTHAN","6491","20-Jan-2024","19-Jan-2029","9610010111","Active",""
"MEENAKSHI DEVI","NEELKANTH WAREHOUSE","6709299","CHAK 3RRW-B, ABOHAR BYPASS ROAD","Hanumangarh","RAJASTHAN","3858","17-Apr-2023","16-Apr-2028","7976599916","Active",""
"Meenu Goyal","Shakti Warehouse","6539100","Killa No 2,3 & 4 SQ No 23, Stone No 307/455 Chak 17 AA Teh Anupgarh","Ganganagar","RAJASTHAN","6900","27-Oct-2021","26-Apr-2026","9887123550","Active",""
"MEERA AGARWAL","SHREE SHYAM AGRO FOODS","6974976","Khasra No. 686/1, 687/1, 688/1, Village- Hathnoda, Tehsil- Chomu,","Jaipur","RAJASTHAN","3405","04-Sep-2024","03-Mar-2029","9887122262","Active",""
"MEERA AGARWAL","SHREE SHYAM AGRO FOODS","6623433","KHASRA NO 686/1, 687/1, 688/1, VILLAGE- HATHNODA, TEHSIL- CHOMU","Jaipur","RAJASTHAN","5108","30-Aug-2022","29-Aug-2027","9829075262","Active",""
"Mira Devi","SRI NATH INDUSTRIES","7011331","KHASRA NO 974/970, ROHI GRAM UPANI, VILLAGE UPANI, SRIDUNGARGARH","Bikaner","RAJASTHAN","3209","21-Jan-2025","20-Jan-2030","9950010197","Active",""
"Mohan Sharma","Shree Balaji Warehouse","6906754","Khasra No 1/25 Naya mauja, jaisinghpura,Gram panchyayat -Chainpura, Teh- Newai","Tonk","RAJASTHAN","5021","05-Apr-2024","04-Jan-2029","9414984887","Active",""
"Moolchand Sancheti","Mool chand Sancheti","6641880","NEAR SPICE PARK,RAMPURA, Mathaniya","Jodhpur","RAJASTHAN","3331","16-Oct-2022","15-Oct-2027","9982634576","Active",""
"Mrs Kavita","M/s Choudhary Warehousing","6736201","Killa No-1/3,2/2,3,4,9/2,Sq No 8, at Rawatsar -Surathgah Road,Chak 6-BHM,,","Hanumangarh","RAJASTHAN","7936","14-Jun-2023","13-Mar-2028","8696333332","Active",""
"Mukesh Kumar","Marudhar Seeds","6533343","Plot No. 50, Sec. No. 3, Hanumangarh Town","Hanumangarh","RAJASTHAN","7250","20-Sep-2021","19-Sep-2026","9414332625","Active",""
"NAMAN BANSAL","NAMAN BANSAL","6721179","KH. NO. 626/6 & 625/5,, GRAM AND PATWAR KHARA","Bikaner","RAJASTHAN","5000","18-Dec-2024","17-Dec-2029","9413757677","Active",""
"NATIONAL BULK HANDLING CORPORATION PRIVATE LIMITED","SPJ ISPATS INDIA PRIVATE LIMITED","1890017","GODOWN 01,PLOT NO. 99/100/101,SALAWAS ROAD, TEHSIL - LUNI, PIN CODE - 342010","Jodhpur","RAJASTHAN","2928","06-Jan-2023","10-Mar-2028","9352894017","Active",""
"NATIONAL BULK HANDLING CORPORATION PRIVATE LIMITED","MAHAVIRPRASAD NAHARMAL KOTHARI HUF WAREHOUSE","6842223","GD No. 6, KHASRA NO. 51/4 & 51/5,, VILLAGE - TANAWARA, SALAWAS ROAD, DIST - JODHPUR - 342013, RAJASTHAN","Jodhpur","RAJASTHAN","2412","03-Apr-2025","17-Jan-2027","9352497374","Active",""
"National Commodities Management Services Limited","Aastha Agricom Private Limited","2050078","Plot No. E128, 129, Udyog Vihar, Taluka & District - Sriganganagar,","Ganganagar","RAJASTHAN","7460","15-Mar-2023","17-Sep-2027","7972377422","Active",""
"National Commodities Management Services Limited","Manish Saini Warehouse","6951750","Plot no 36,37,38, 54 khasra no. 237/1 and 236/5, Village Salawas, Taluka-Luni. District-Jodhpur. PIN 342802,","Jodhpur","RAJASTHAN","5050","26-Jun-2024","25-Dec-2028","9828423143","Active",""
"National Commodities Management Services Limited","NCML Own warehouse, Ganeshgarh Sriganganagar","7068935","Chak No. 28, LNP II, Murraba No. 40 & 41, Ganeshgarh","Ganganagar","RAJASTHAN","33600","11-Apr-2025","10-Oct-2027","9549725108","Active",""
"National Commodities Management Services Limited","NARAYAN PRASAD CHANDAK AND SONS","6902431","odown No 1, KHASARA NO 311 263 141/521, VAKE ROHI BIKASAR NOKHA, BIKANER, RAJASTHAN-334803,","Bikaner","RAJASTHAN","2450","31-Mar-2024","30-Sep-2028","9462058362","Inactive","EFFECTIVE CONTROL EXPIRED"
"National Commodities Management Services Limited","National Commodities Mangement Service Limited","6942122","NCML OWN WAREHOUSE,MURABBA NO.2,KILLA NO.16 TO 20&21 TO 25,VILLAGE-AMARGARH,NANUWALA.TEH-RAISINGHNAGAR .DISST-SRIGANGANAGAR(RAJ),","Ganganagar","RAJASTHAN","8100","12-Jun-2024","11-Jun-2029","9928440192","Active",""
"National Commodities Management Services Limited","S K Agro Bhandar","6650071","Khasra /Khata No./Survey No. 32/1, 38 & 39/2, Lalwadi Mode, village Bhawati,,","Tonk","RAJASTHAN","2392","09-Nov-2022","08-Nov-2026","8107715551","Active",""
"National Commodities Management Services Limited","Prem Devi Sharma","6652416","Khasra /Khata No./Survey No : 32/1, 38 & 39/2 , Lalwadi Mode, Village Bhawati, Newai,,","Tonk","RAJASTHAN","4805","21-Nov-2022","20-May-2027","8107715551","Active",""
"National Commodities Management Services Limited","NCML Own Warehouse","6689947","G.No. 2, Khasra No 768,772 & 773, Jhalawar Road","Kota","RAJASTHAN","5850","27-Feb-2023","26-Aug-2027","9716870160","Active",""
"National Commodities Management Services Limited","National Commodities Mangement Service Limited","6941769","NCML OWN WAREHOUSE,MURABBA NO.2,KILLA NO.16 TO 20&21 TO 25,VILLAGE-AMARGARH,NANUWALA.TEH-RAISINGHNAGAR DISST-SRIGANGANAGAR,","Ganganagar","RAJASTHAN","9000","12-Jun-2024","11-Jun-2029","9928440192","Active",""
"National Commodities Management Services Limited","NCML Own Warehouse, Jodhpur, Warehouse No. 2","3650030","Khasra Number 25/14 ,25/20 ,25/17 ,25/13 ,25/19, 25/18, Taluka & District - Jodhpur","Jodhpur","RAJASTHAN","8170","31-Jan-2023","14-Dec-2027","9571555158","Active",""
"National Commodities Management Services Limited","MANPHOOL CHAND BISHNOI","6713077","GODOWN NO. - 1 KHASRA NO 1081, RODA, TEHSIL,","Bikaner","RAJASTHAN","2063","28-Apr-2023","27-Oct-2027","8949357255","Active",""
"Navdeep Kaur","Prabhjeet Agro Food Corporation","6985329","Kila No. 6 (Part), 7 (Part), 8 (Part), 9 (Part), 10 (Part), 11 (Part), 12 (Part), 13 (Part), 14 (Part) & 15 (Part),, Muraba No. 45 Survey No. 186/413 Sri Vijay Nagar Rai singh Nagar Road Chak 29 G.B.A Sri Vijay Nagar","Ganganagar","RAJASTHAN","9600","09-Oct-2024","08-Apr-2029","9414511158","Active",""
"NAVEEN JAIN","ANKUR TRADING COMPANY","6782825","MADDA GULFROSHAN, NEW INDUSTRIAL ,NEAR ARIHAN kataT KATA","Chittaurgarh","RAJASTHAN","2000","19-Sep-2023","18-Sep-2026","9784761222","Active",""
"NAVEEN MEENA","NAVEEN MEENA","6687875","Khasra No.- 2002/1558, Village - Bijauli,, Talabsahi, Tehsil- Bari","Dhaulpur","RAJASTHAN","5029","22-Feb-2023","21-Feb-2028","9828361716","Active",""
"NAVJYOT IMPEX PVT LTD","NAVJYOT IMPEX PVT LTD","7071996","KHASRA NO 486/4, NATIONAL HIGHWAY 89","Bikaner","RAJASTHAN","7758","16-Apr-2025","15-Apr-2030","9960742584","Active",""
"Navkar Agro Bhandar","Navkar Agro Bhandar","6660518","PWS, Oda, (Rajjawas), Teh. Railmagra,","Rajsamand","RAJASTHAN","28498","08-Dec-2022","07-Sep-2027","9414306949","Active",""
"NIDHI JAIN","Suncity Warehousing Company","6889117","Block No. 11 & 12, Khasra No. 51/4 & 51/5, Village Tanawara, Tehsil Luni","Jodhpur","RAJASTHAN","3336","19-Mar-2024","18-Mar-2029","9610010111","Active",""
"NIMOD GRAM SEWA SAHAKARI SAMITI LIMITED","NIMOD GRAM SEWA SAHAKARI SAMITI LIMITED","6932495","KHASRA NO.366, MANGALPURA ROAD,VILL-BANSA","Nagaur","RAJASTHAN","5000","20-May-2024","19-Aug-2028","9602612688","Active",""
"NIRMALA JAIN","NIRMALA","7089907","KH. NO. 498/1,, GRAM SANVATSAR, TEHSIL KISHANGARH","Ajmer","RAJASTHAN","3847","14-May-2025","13-Nov-2026","8875865377","Active",""
"Nitin Dhaka","Nitin Dhaka Shubham Choudhary Warehouse","6711360","10 GGR,Hanumangarh road,tibbi,","Hanumangarh","RAJASTHAN","8240","24-Apr-2023","23-Apr-2028","9660712467","Active",""
"NOKHA AGRO SERVICES PVT. LTD.","Nokha Agro Services Pvt. Ltd. (Ashok PrakashLahoty & Hanuman Prasad Jhanwar)","6756274","Khasra No. 79,81,82,","Pratapgarh","RAJASTHAN","16762","14-Jul-2023","13-Jan-2027","8696930160","Active",""
"NOKHA AGRO SERVICES PVT. LTD.","Nokha Agro Services Pvt. Ltd.","6670145","F-237, 238 & 243, 244 Agro Food Park, Boranada","Jodhpur","RAJASTHAN","9500","03-Jan-2023","02-Jan-2028","9672979148","Active",""
"NOKHA AGRO SERVICES PVT. LTD.","Nokha Agro Services Pvt. Ltd.","7128424","Khasra No. 233/1, Guradiya Joga, Bhawani Mandi","Jhalawar","RAJASTHAN","7500","12-Aug-2025","11-Feb-2030","8696930160","Active",""
"NOKHA AGRO SERVICES PVT. LTD.","Nokha Agro Services Pvt. Ltd. (Raghav Agro Services)","7101512","Khasra No. 207, N.H. 15, Khara","Bikaner","RAJASTHAN","8000","05-Jun-2025","04-Dec-2029","8696930160","Active",""
"NOKHA AGRO SERVICES PVT. LTD.","Nokha Agro Services Pvt. Ltd. (Kishan Agro Services)","7083694","Khasra No. 207, N.H. 15, Khara","Bikaner","RAJASTHAN","8000","02-May-2025","01-May-2030","8696930160","Active",""
"NOKHA AGRO SERVICES PVT. LTD.","NOKHA AGRO SERVICES PVT. LTD.","1650024","D-74, RICCO INDUSTRIAL AREA, NOKHA EXTENSION","Bikaner","RAJASTHAN","11570","22-Dec-2022","24-Feb-2028","8696930160","Active",""
"NOKHA AGRO SERVICES PVT. LTD.","Nokha Agro Services Pvt. Ltd.","6664650","N.H. 15, 18 KM Stone, Sri Ganganagar Road, Khara","Bikaner","RAJASTHAN","9500","22-Dec-2022","21-Dec-2027","9672979141","Active",""
"Nokha agrotech pvt ltd","Nokha Agro Tech Private Limited C/o Shree Ram Agro Services","8911647","N.H. 15, 18 KM Stone, Khasra No. 207, Village Khara","Bikaner","RAJASTHAN","8000","29-Sep-2020","28-Sep-2025","9672979140","Suspended",""
"Nokha agrotech pvt ltd","Nokha Agro Tech private limited","6910533","F-518 TO 525, F-532 TO 539, KARNI INDUSRIAL AREA EXTENSION,,","Bikaner","RAJASTHAN","10969","11-Apr-2024","10-Apr-2029","9414147140","Active",""
"Nokha Warehouse","Nokha Warehouse","1103164","Unit of Cold Storage,Plot No-400-403,Khasra No 15-18,706/16,Near RIICO industrial Area,Bikasar,Nokha,Bikaner, Near","Bikaner","RAJASTHAN","5953","06-Jan-2021","05-Jan-2026","9413388313","Active",""
"Nokha Warehouse","NOKHA WAREHOUSE","8531644","PLOT NO 400-403,KHASRA NO 15-18,706/16,RIICO INDUSTRIAL AREA,BIKASAR,","Bikaner","RAJASTHAN","16993","29-May-2025","19-Jul-2030","9413388313","Active",""
"Om Prakash","Vishvkarma Enterprises","6715056","Khasra No.876/4, By Pass Road, Mathania","Jodhpur","RAJASTHAN","1351","03-May-2023","02-May-2028","9414495650","Active",""
"OM Prakash","M/s Shree Annapurna Warehouse","6726665","Killa No-1,2,3,4 & 5 Sq No-18,Chak -47 L.N.W Patwar Halka Narsinghpura,","Ganganagar","RAJASTHAN","10476","31-May-2023","30-Nov-2027","9829179721","Active",""
"OM SAI AGRIFACILITIES PRIVATE LIMITED","OM SAI AGRIFACILITES PRIVATE LIMITED","6581854","67, NEAR SINIYAR MAHA VIDYALAY, RAMGANJ MANDI,","Kota","RAJASTHAN","4896","28-May-2022","27-May-2027","9413352084","Active",""
"OM SAI AGRIFACILITIES PRIVATE LIMITED","OM SAI AGRIFACILITES PRIVATE LIMITED","6684542","KHASRA No 14 AT NALODIYA VILLAGE,LAKHARIYA PANCHAYAT TEHSIL RANGANJ MANDI,","Kota","RAJASTHAN","5001","17-Feb-2023","16-Feb-2028","9413352084","Active",""
"OM SAI AGRIFACILITIES PRIVATE LIMITED","OM SAI AGRIFACILITES PRIVATE LIMITED","6667174","KHASRA NO 513/55,54VILLAGE-BANDA,TEHSIL-RAMGANJ MANDI,","Kota","RAJASTHAN","9914","27-Dec-2022","26-Dec-2027","9413352084","Active",""
"OM SAI COLLATERAL MANAGEMENT PRIVATE LIMITED","OM SAI COLLATERAL MANAGEMENT PRIVATE LIMITED","6737282","KHASRA NO 11,12,13,14 NALODIYA VILLAGE, LAKHARIYA PANCHAYAT RAMGANJMANDI-KOTA,","Kota","RAJASTHAN","6298","14-Jun-2023","13-Jun-2028","9413352084","Active",""
"OMPRAKASH DHAKAR","OM PRAKASH DHAKAR","6934566","BAMBORI,","Pratapgarh","RAJASTHAN","1800","28-May-2024","27-May-2029","9829532749","Active",""
"OMPRAKASH SHARMA","HARYANA WAREHOUSE","7010259","KHASRA NO 192/97,196/97, NEAR MANDAVARI POLICE STATION","Dausa","RAJASTHAN","5300","16-Jan-2025","15-Jan-2030","9982241616","Active",""
"ORGANO FOODS","ORGANO FOOD WAREHOUSE","7007826","KHASARA NO 27/10, VILLAGE BASI SAHAJBARDARAN, BIKANER","Bikaner","RAJASTHAN","2001","02-Jan-2025","01-Jan-2030","9982033422","Active",""
"Pappa Ram","Shri Ram Warehouse","6711451","Khasra No. 112/6, Village Manaklav, Tehsil Jodhpur,","Jodhpur","RAJASTHAN","3387","24-Apr-2023","23-Apr-2028","9414163932","Active",""
"Parmjeet Kaur","Parmjeet Agro Food Corporation","6975510","Kila No. 6 to 10, Part of Kila No. 1 to 5 & 16, Mu. No. 186/413 (45), Chak 29 GB (A) Tehsil Srivijaynagar","Ganganagar","RAJASTHAN","9600","04-Sep-2024","03-Mar-2029","9982116307","Active",""
"PARVATI DEVI","PARVATI DEVI","6544688","CHAK 3, PSD-B RAWLA","Ganganagar","RAJASTHAN","6000","06-Dec-2021","05-Jun-2026","9983317177","Inactive","EXPIRED INSURANCE"
"Pinky Goyal","Shakti Logistic","6539282","Kila No. 2,3 & 4 SQ No 23 Stone No. 307/455, Chak 17 AA Teh Anupgarh","Ganganagar","RAJASTHAN","4548","28-Oct-2021","27-Apr-2026","9414088318","Active",""
"POOJA JAIN","M/s Shri Sunder Agro Warehouse","6699219","Kh. No.112/4, Manaklov Bypass Road,Village Chopasni Charnan,","Jodhpur","RAJASTHAN","4838","27-Mar-2023","26-Mar-2028","9828122284","Active",""
"Pradeep Kumar","Pradeep Kumar Gothwal","6545313","Chak 10 DWM Gram Panchayat At 29 DWM,","Hanumangarh","RAJASTHAN","20936","07-Dec-2021","06-Dec-2026","9781119805","Active",""
"PRAMOD GOYAL","RAMNATH DEV LAL GOYAL","6662225","khasra no. 314/1 village borda,","Jhalawar","RAJASTHAN","8328","12-Dec-2022","11-Dec-2027","9414193725","Active",""
"PRASHANT GOYAL","PRASHANT GOYAL","7123474","CHAK 12 SBN, NAGRANA","Hanumangarh","RAJASTHAN","5040","04-Aug-2025","03-Feb-2030","9587515000","Active",""
"Pratap Cold Storage Private Limited","Pratap Cold Storage Private Limited","6662407","B-79A, Growth Center, RIICO Industrial Area","Dhaulpur","RAJASTHAN","17500","12-Dec-2022","11-Dec-2027","9414028014","Active",""
"Pratik Agro Processing","Pratik Agro Processing","6597330","Chak 10 HMH Tibbi Road,, Hanumangarh Town","Hanumangarh","RAJASTHAN","5961","27-Jun-2022","26-Jun-2027","9414579138","Active",""
"Pratik Food Processing","Pratik Food Processing","6626675","Chak 10 HMH, Tibbi Road, Hanumangarh Town,","Hanumangarh","RAJASTHAN","5000","31-Aug-2022","30-Aug-2027","9672251114","Active",""
"Preeti Gupta","Preeti Enterprises","6600480","Chak 14 SSW Kila No. 4,7,14,17,24, Village Kohla","Hanumangarh","RAJASTHAN","8564","12-Jul-2022","11-Jul-2027","9079870935","Active",""
"Prem Gulechha","M/s Shri Kanwar Mishri International","6663488","Plot No.22, Khasra No.71/6, Village & Tehsil Mandore,","Jodhpur","RAJASTHAN","3969","19-Dec-2022","18-Dec-2027","9413319495","Active",""
"Prem Kumar","Shree Balaji Warehouse","6659163","Khata No. 146/84 Stone No. 132/54 Murba No. 47 Kila No. 5,6,15,16,25, Stone No. 132/55, Muraba No. 53, Kila No. 5 Chak 23 DWD, Patwar Halka No. 29 DWD, Tehsil Rawatsar","Hanumangarh","RAJASTHAN","7000","06-Dec-2022","05-Jun-2027","9929058100","Active",""
"Prem Prakash","Mr Prem Parkash/Suman Prakash","6711279","10 GGR,Hanumgarh road,tibbi,","Hanumangarh","RAJASTHAN","10000","24-Apr-2023","23-Apr-2028","9582607087","Active",""
"Pritpal Singh","Pritpal Singh S/o Gurbachan Singh","6546303","Kill No-19,20,21,22 Murabba No-22, 47 GG-B","Ganganagar","RAJASTHAN","5669","17-Dec-2021","16-Dec-2026","9828023954","Active",""
