"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"APMC Malegaon","APMC Malegaon","6763742","Main Market Yard Camp Road,","Nashik","MAHARASHTRA","1000","27-Jul-2023","26-Jul-2028","7385572105","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Wani (Yavatmal)","6635858","Chandrapur Road, Wani (Yavatmal),","Yavatmal","MAHARASHTRA","8550","26-Sep-2022","25-Sep-2027","9673527124","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation , Hinganghat","6667448","Nagpur Hydrabad Highway, Hinganghat","Wardha","MAHARASHTRA","6780","27-Dec-2022","26-Dec-2027","9423619102","Active",""
"Maharashtra State Warehousing Corporation","LATUR P-2","6580773","Near Manjara Sugar Factory,, New MIDC Barshi Road","Latur","MAHARASHTRA","21420","26-May-2022","25-May-2027","9158001343","Active",""
"Maharashtra State Warehousing Corporation","NAVAPUR","6596704","APMC MARKET, Opp. Sai Mandi, Main Road, Navapur","Nandurbar","MAHARASHTRA","4000","22-Jun-2022","21-Jun-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","MSWC Newasa APMC","6585095","MARKE YARD NEWASA DIST: AHEMDNAGER,","Ahmadnagar","MAHARASHTRA","4000","30-May-2022","29-May-2027","9763855710","Active",""
"Maharashtra State Warehousing Corporation","MSWC Mangalwedha","6577357","Pandharpur Road, Market Yard, Mangalwedha,","Solapur","MAHARASHTRA","2000","23-May-2022","22-May-2027","9421619421","Active",""
"Maharashtra State Warehousing Corporation","JALNA BORKHEDI","6586895","SHINDKHED RAJA ROAD, BORKHEDI DTST. JALNA, SHINDKHED RAJA ROAD, BORKHEDI DTST. JALNA","Jalna","MAHARASHTRA","33611","30-May-2022","29-May-2027","9158001317","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Mangrulpir","6598775","APMC, Market Yard, Karanja Road, Mangrulpir,","Washim","MAHARASHTRA","9000","30-Jun-2022","29-Jun-2027","8806227290","Active",""
"Maharashtra State Warehousing Corporation","MSWC Wambori","6587257","APMC Market Yard,","Ahmadnagar","MAHARASHTRA","2000","30-May-2022","29-May-2027","9850732742","Active",""
"Maharashtra State Warehousing Corporation","MSWC Nanded(MIDC)","6589238","Plot No.B- 14-15 MIDC Area, Nanded","Nanded","MAHARASHTRA","31209","01-Jun-2022","31-May-2027","9158001335","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation","6577175","Near Railway Station, Agriculture Markeing Produce Committe Katol","Nagpur","MAHARASHTRA","5850","23-May-2022","22-May-2027","7385785400","Active",""
"Maharashtra State Warehousing Corporation","MSWC Chinchwad","6577266","Mohan Nagar, Chinchwad","Pune","MAHARASHTRA","5100","23-May-2022","22-May-2027","8208195562","Active",""
"Maharashtra State Warehousing Corporation","NAMPUR","6580864","APMC MARKET YARD, APMC","Nashik","MAHARASHTRA","2000","26-May-2022","25-May-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","Malegaon","6606065","CAMP ROAD, APMC MALEGAON, Malegaon","Nashik","MAHARASHTRA","9600","22-Jul-2022","21-Jul-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation Wardha Shivnagar","6583389","Hinganghat Road Shivnagar Wardha,","Wardha","MAHARASHTRA","9800","29-May-2022","28-May-2027","9890308310","Active",""
"A.P.M.C.MALKAPUR","APMC MALKAPUR","6751143","BELAD YARD ,MALKAPUR,","Buldana","MAHARASHTRA","1147","04-Jul-2023","03-Jul-2028","9960783901","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, JINTUR","6612188","WARUD ROAD, JINTUR","Parbhani","MAHARASHTRA","5220","08-Aug-2022","07-Aug-2027","9960851387","Active",""
"Maharashtra State Warehousing Corporation","YAWAL","6600126","YAWAL APMC, YAWAL","Jalgaon","MAHARASHTRA","4250","08-Jul-2022","07-Jul-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","SATARA K-4","6599310","Plot No. K-4 New MIDC, SATARA","Satara","MAHARASHTRA","11419","01-Jul-2022","30-Jun-2027","9922137827","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, SAILU","6578074","PATHRI ROAD, SAILU","Parbhani","MAHARASHTRA","7650","24-May-2022","23-May-2027","9673191509","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, JAWALA BAZAR","6580591","APMC YARD, JAWALA BAZAR","Hingoli","MAHARASHTRA","3600","26-May-2022","25-May-2027","9028980032","Active",""
"Maharashtra State Warehousing Corporation","MSWC Majalgaon","6594451","MSWC, Georai Road, Near Jining Presing, Post, PhulePimpalgaon, Majalgaon - 431131","Bid","MAHARASHTRA","12640","13-Jun-2022","12-Jun-2027","8007242826","Active",""
"StarAgriWarehousing CollateralManagementLimited","Aditya Warehousing Corporation","6658447","Godown No.2, Gat No. 178/2, A/P - Tanang,, Tal - Miraj, Dist - Sangli","Sangli","MAHARASHTRA","2732","06-Dec-2022","05-Sep-2027","9314058569","Active",""
"Maharashtra State Warehousing Corporation","MSWC Shrirampur MIDC","6586358","Shrirampur MIDC Khandala,","Ahmadnagar","MAHARASHTRA","3600","30-May-2022","29-May-2027","9158921415","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Darwha","6580146","Arni Road, Darwha,","Yavatmal","MAHARASHTRA","8000","26-May-2022","25-May-2027","9766578305","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Hinganghat (APMC)","6666721","Shivaji Market (APMC),, Hydrabad Highway, Hinganghat","Wardha","MAHARASHTRA","9920","26-Dec-2022","25-Dec-2027","9423619102","Active",""
"Maharashtra State Warehousing Corporation","PACHORA","6667539","PACHORA APMC,","Jalgaon","MAHARASHTRA","5400","27-Dec-2022","26-Dec-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, MANWAT","6588784","NEAR GOVT. REST-HOUSE, MANWAT","Parbhani","MAHARASHTRA","13050","01-Jun-2022","31-May-2027","9423958800","Active",""
"Maharashtra State Warehousing Corporation","OZAR","6589774","Mumbai Agra Haighway,","Nashik","MAHARASHTRA","8050","01-Jun-2022","31-May-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","MSWC Kurduwadi MIDC","6591572","Plot No 31/1, Paranda Road, Kurduwadi MIDC","Solapur","MAHARASHTRA","16680","07-Jun-2022","06-Jun-2027","9850110660","Active",""
"Maharashtra State Warehousing Corporation","DHULE APMC","6614259","PAROLA ROAD, MARKET ROAD","Dhule","MAHARASHTRA","6660","12-Aug-2022","11-Aug-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Chikhali","6580237","Jalna Road, In front of Renuka Petrol Pump,","Buldana","MAHARASHTRA","11200","26-May-2022","25-May-2027","9145707120","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Khamgaon (Warkhed)","6585632","Shegaon Road, Khamgaon (Warkhed),","Buldana","MAHARASHTRA","29040","30-May-2022","29-May-2027","9158001330","Active",""
"Maharashtra State Warehousing Corporation","MSWC Ranjangaon","6596340","p -39 Block - P, MIDC Ranjangaon","Pune","MAHARASHTRA","16200","20-Jun-2022","19-Jun-2027","9850158927","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Karanja Lad","6586267","Mauze Shaha, Murtizapur Road, Karanja,","Washim","MAHARASHTRA","3600","30-May-2022","29-May-2027","8999335198","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Chandur Bazar","6579965","APMC, Market Yard, Chandur Bazar,","Amravati","MAHARASHTRA","10800","26-May-2022","25-May-2027","9527726322","Active",""
"Maharashtra State Warehousing Corporation","CHALISGAON","6599583","CHALISGAON APMC,","Jalgaon","MAHARASHTRA","12800","05-Jul-2022","04-Jul-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Morshi","6596886","Survey No. 23(Part), Mauze-Talni, Amravati Road, Pimpalkhuta Fata, Morshi,","Amravati","MAHARASHTRA","6750","23-Jun-2022","22-Jun-2027","9604582482","Active",""
"Maharashtra State Warehousing Corporation","Viha Mandava","6577803","MSWC, APMC Market Yard, Viha Mandava, Viha Mandava Tal. Paithan","Aurangabad","MAHARASHTRA","2000","24-May-2022","23-May-2027","9307712395","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, DEGLUR","6756720","APMC MARKETYARD, BEHIND SHETKARI NIVAS, DEGLUR, Deglur","Nanded","MAHARASHTRA","3600","14-Jul-2023","13-Jul-2028","9764669778","Active",""
"Maharashtra State Warehousing Corporation","BHUSAWAL MIDC","6614077","BHUSAWAL MIDC,","Jalgaon","MAHARASHTRA","7200","10-Aug-2022","09-Aug-2027","8408882562","Active",""
"APMC ,pauni","APMC Pauni","6692289","Bhaitalawa ward Pauni, Pauni","Bhandara","MAHARASHTRA","1000","06-Mar-2023","05-Mar-2028","9881569891","Active",""
"National Commodities Management Services Limited","National Collateral Management Services Limited, NCML Own Warehouse","1003268","Survey No. 122, Village - Shisha, Taluka - Akola,","Akola","MAHARASHTRA","15200","18-Jan-2023","21-Aug-2027","9716870160","Active",""
"agriculture produce market committee,goregaon","APMC,Goregaon","6687784","agriculture produce market committee,goregaon,","Gondiya","MAHARASHTRA","1147","22-Feb-2023","21-Feb-2028","7507277558","Active",""
"APMC korpana","APMC Korpana","6700652","APMC korpana TQ.Korpana,","Chandrapur","MAHARASHTRA","1000","28-Mar-2023","27-Mar-2028","9890328102","Active",""
"APMC, aheri","APMC aheri","6701288","APMC aheri,aheri,","Gadchiroli","MAHARASHTRA","1147","28-Mar-2023","27-Mar-2028","7499836960","Active",""
"M/S Renuka Oil Industries","Renuka Oil Industries","6832596","Gat No-34/1 At Village Dabha,","Amravati","MAHARASHTRA","25000","05-Jan-2024","04-Jan-2029","9422323663","Active",""
"agriculture produce market committee,sindewahi","agriculture produce market committee,sindewahi","6699482","apmc,sub market yard ,navargaon,","Chandrapur","MAHARASHTRA","1147","27-Mar-2023","26-Mar-2028","9284858140","Active",""
"Reema Poddar","Reema Poddar","6991988","Survey No. 436/1, 3, 4, 5, 474, P.H. No. 23,, Bhandara Road, Nagpur","Nagpur","MAHARASHTRA","4314","06-Nov-2024","05-May-2026","9890954625","Active",""
"Kamal Industries","Kamal Industries","7097645","E-20, MIDC, KHAMGAON","Buldana","MAHARASHTRA","1100","29-May-2025","28-Aug-2029","9422180024","Active",""
"APMC SAVALI","APMC, sawali","6705511","APMC, sawali,","Chandrapur","MAHARASHTRA","1147","31-Mar-2023","30-Mar-2028","9422838111","Active",""
"Maharashtra State Warehousing Corporation","MSWC Shrirampur APMC","6612360","APMC MARKET YARD SHRIRAMPUR,","Ahmadnagar","MAHARASHTRA","6955","08-Aug-2022","07-Aug-2027","9420745026","Active",""
"Maharashtra State Warehousing Corporation","MSWC Nira","6576458","APMC MarketYard, At Post Nira,","Pune","MAHARASHTRA","3000","23-May-2022","22-May-2027","9922373301","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Chandur Rly.","6579338","Plot No. B, Mini MIDC, Chandur Rly.,","Amravati","MAHARASHTRA","5400","26-May-2022","25-May-2027","9604582482","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Chandrapur-MIDC","6575559","MIDC Area, Plot No.35, Near HP Gas Plant","Chandrapur","MAHARASHTRA","19750","19-May-2022","18-May-2027","7620329818","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Malkapur","6635585","Nandura Road, Malkapur,","Buldana","MAHARASHTRA","6200","26-Sep-2022","25-Sep-2027","9921472770","Active",""
"Maharashtra State Warehousing Corporation","MSWC GUT NO.57, AURANGABAD","6594634","GUT NO.57, NEAR BAJAJ HOSPITAL ,BEED BYEPASS ROAD, AURANGABAD, GUT NO.57, NEAR BAJAJ HOSPITAL ,BEED BYEPASS ROAD, AURANGABAD","Aurangabad","MAHARASHTRA","21731","13-Jun-2022","12-Jun-2027","8408882581","Active",""
"Maharashtra State Warehousing Corporation","MSWC Wadi-Godri","6631444","MSWC, APMC Area, Wadigodri, Wadigodri, Jalna 431205","Jalna","MAHARASHTRA","3160","20-Sep-2022","19-Sep-2027","9075321777","Active",""
"Maharashtra State Warehousing Corporation","MSWC PARLI CITY APMC","6585368","Nath Road Industrial Area Parli-Vaijnath, Nath Road Industrial Area Parli-Vaijnath","Bid","MAHARASHTRA","4976","30-May-2022","29-May-2027","8788764960","Active",""
"babhulgaon","AMPC BABHULGAON","6775357","AT BABHULGAON DHAMANGAON RODE BABHULGAON, AT BABHULGAON DHAMANGAON RODE BABHULGAON","Yavatmal","MAHARASHTRA","1147","23-Aug-2023","22-Aug-2028","9403259988","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, HINGOLI MALHARWADI","6576631","Jawala Palshi Road, Siddharth Nagar, HINGOLI","Hingoli","MAHARASHTRA","8600","23-May-2022","22-May-2027","9822535366","Active",""
"Maharashtra State Warehousing Corporation","MSWC Sillod","6580419","MSWC, Aurangabad-Ajanta-Jalgaon Road, Sillod, Tal Sillod, Dist Aurangabad","Aurangabad","MAHARASHTRA","4740","26-May-2022","25-May-2027","9850078978","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation","6587612","Agriculture Produce Market Committee, Market Yard Savner","Nagpur","MAHARASHTRA","3150","30-May-2022","29-May-2027","9764919922","Active",""
"Maharashtra State Warehousing Corporation","Lasur ( Station","6576276","MSWC, APMC Area, Lasur (station), Taluka- Gangapur, Aurangabad-","Aurangabad","MAHARASHTRA","4180","23-May-2022","22-May-2027","9860820981","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Akola","6593370","N-66, MIDC Area, Phase-4, Akola,","Akola","MAHARASHTRA","20000","13-Jun-2022","12-Jun-2027","9403047251","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Wadsa","6579692","Near Police Station, Armori Road, Wadsa Desaiganj","Gadchiroli","MAHARASHTRA","9050","26-May-2022","25-May-2027","9960366303","Active",""
"APMC Bhiwapur","APMC Bhiwapur","6699300","at post bhiwapur ta bhiwapur, nakshi road","Nagpur","MAHARASHTRA","1000","27-Mar-2023","26-Mar-2028","9422220104","Active",""
"Maharashtra State Warehousing Corporation","Tasgaon","6584460","Market Yard Tasgaon,","Sangli","MAHARASHTRA","3480","30-May-2022","29-May-2027","9860345007","Active",""
"Maharashtra State Warehousing Corporation","MSWC Karmala","6581045","""Jamkhed Road, Karmala 413203"", ""M.S.W.C Market Yard,""","Solapur","MAHARASHTRA","3600","26-May-2022","25-May-2027","8369278804","Active",""
"Maharashtra State Warehousing Corporation","MSWC Bhosari","6580955","PUNE-NASHIK HIGHWAY, NEAR PANJARPOL","Pune","MAHARASHTRA","13800","26-May-2022","25-May-2027","7709745686","Active",""
"Maharashtra State Warehousing Corporation","BEED","6589592","PLOT NO.47,48, MIDC AREA BEED TQ.DIST.BEED","Bid","MAHARASHTRA","8726","01-Jun-2022","31-May-2027","8329768566","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, DHARMABAD","6582126","RATNALI ROAD,, DHARMABAD","Nanded","MAHARASHTRA","5400","28-May-2022","27-May-2027","8830758165","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Hinganghat","6633788","Nagpur Hydarabad Highway, Hinganghat","Wardha","MAHARASHTRA","19050","22-Sep-2022","21-Sep-2027","9423619102","Active",""
"Maharashtra State Warehousing Corporation","SATANA","6581946","MALEGAON ROAD,SATANA, SATANA","Nashik","MAHARASHTRA","5850","28-May-2022","27-May-2027","8408882562","Active",""
"SSK Agro Farmer Producer Company Limited","SSK Agro Warehousing Services Pvt Ltd","7120058","At Post Yusufwadgaon Tq Kaij Dist Beed,","Bid","MAHARASHTRA","2000","28-Jul-2025","27-Jul-2030","9423774079","Active",""
"Maharashtra State Warehousing Corporation","MSWC Kurduwadi APMC","6593461","Market Yard,Kurduwadi, Tembhurni Road","Solapur","MAHARASHTRA","12000","13-Jun-2022","12-Jun-2027","9860714784","Active",""
"APMC, arjuni morgaon","APMC,arjuni morgaon","6704704","APMC, arjuni morgaon,","Gondiya","MAHARASHTRA","1147","31-Mar-2023","30-Mar-2028","7066502088","Active",""
"Maharashtra State Warehousing Corporation","JALGAON H-14","6574925","PLOT NO.H14,MIDC AREA,JALGAON, JALGAON","Jalgaon","MAHARASHTRA","61803","15-May-2022","14-May-2027","9579713020","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation","6580328","Agricultural Produce Market Committee, Gokul Nagar , Gadchiroli","Gadchiroli","MAHARASHTRA","4000","26-May-2022","25-May-2027","7875144303","Active",""
"Maharashtra State Warehousing Corporation","MSWC, AHMEDPUR","6578975","MIDC Area, Nanded Road, AHMEDPUR","Latur","MAHARASHTRA","5100","25-May-2022","24-May-2027","9975790190","Active",""
"Maharashtra State Warehousing Corporation","MAHRASHTRA STATE WAREHOUSING CORPORATION, LOHA","6612279","APMC MARKET YARD, LOHA","Nanded","MAHARASHTRA","4800","08-Aug-2022","07-Aug-2027","9850611382","Active",""
"Maharashtra State Warehousing Corporation","Jaysingpur","6594279","Market yard,Near Pol Factory, Jaysingpur,","Kolhapur","MAHARASHTRA","5400","13-Jun-2022","12-Jun-2027","9175927336","Active",""
"Maharashtra State Warehousing Corporation","NANDURBAR","6592208","G.T.P.college Road Nandurbar, Opp Shani mandir, Nandurbar","Nandurbar","MAHARASHTRA","11520","07-Jun-2022","06-Jun-2027","8408882562","Active",""
"Kirti Oil Industries Pvt Ltd","Kirti Oil Industries Pvt Ltd","7103492","Gat No.93/2 Latur to Umerga Road Mane Petrol pump Side,","Osmanabad","MAHARASHTRA","9659","11-Jun-2025","10-Jun-2030","9158490000","Active",""
"Kirti Oil Industries Pvt Ltd","Kirti Oil Industries Pvt Ltd","7103583","Gat No.304/2 Akola to Boragaon Manju Road Old Bypass Ajmera furniture opposite,","Akola","MAHARASHTRA","15824","11-Jun-2025","10-Jun-2030","9158490000","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Deolgaon Raja","6578702","MIDC Area, Shingaon Fata, Near ITI, Chikhali Road, Deolgaon Raja,","Buldana","MAHARASHTRA","5000","24-May-2022","23-May-2027","9373032431","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, LATUR A1","6580682","Plot No. A!, Old MIDC Area, Barshi Road, LATUR","Latur","MAHARASHTRA","16650","26-May-2022","25-May-2027","7798041921","Active",""
"APMC ,SINDI","APMC SELOO","6693360","SUKLI STATION ROAD,","Wardha","MAHARASHTRA","1000","07-Mar-2023","06-Mar-2028","9970356620","Active",""
"APMC Pulgaon","APMC pulgaov sub market yard Devali","6694350","Devali TQ.Devali,","Wardha","MAHARASHTRA","1000","14-Mar-2023","13-Mar-2028","9850412844","Active",""
"APMC ,lakhani","APMC ,lakhani","6688238","agriculture produce market commitee,lakhani,","Bhandara","MAHARASHTRA","1147","23-Feb-2023","22-Feb-2028","9404523726","Active",""
"Maharashtra State Warehousing Corporation","MSWC DONDAICHA RAMI ROAD","6575286","Near Fly oevr Bridge, Rami Raod Dondaicha","Dhule","MAHARASHTRA","11613","19-May-2022","18-May-2027","9158001337","Active",""
"APMC Umared","APMC Umared Warehouse","6681399","AT Apmc Umared sub market yard champa nagpur umared road,","Nagpur","MAHARASHTRA","1146","11-Feb-2023","10-Feb-2028","9921304211","Active",""
"Maharashtra State Warehousing Corporation","HAKNAKWADI","6584379","Haknakwadi,Ahemedpur road,udgir, HAKNAKWADI","Latur","MAHARASHTRA","3600","30-May-2022","29-May-2027","9970640322","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Khamgaon City","6635767","APMC, Market Yard, Khamgaon,","Buldana","MAHARASHTRA","3620","26-Sep-2022","25-Sep-2027","8855899877","Active",""
"Agricultural Produce Market Committee Nandura Tq Nandura Dist Budhana","Agricultural Produce Market Committee Nandura","6748172","TQ NANDURA, DIST BULDHANA","Buldana","MAHARASHTRA","1000","30-Jun-2023","29-Jun-2028","9022118473","Active",""
"agriculture produce market committee,amgaon","APMC ,Amgaon","6690127","agriculture produce market committee,amgaon,","Gondiya","MAHARASHTRA","1147","28-Feb-2023","27-Feb-2028","9022500541","Active",""
"Maharashtra State Warehousing Corporation","BHUSAVAL APMC","6746648","MARKET YARD,, NEAR KHACHNE MARRAIGE HALL","Jalgaon","MAHARASHTRA","5400","27-Jun-2023","26-Jun-2028","8408882562","Active",""
"Maharashtra State Warehousing Corporation","AMBAD (NASHIK)","6612451","H-105 MIDC, AMBAD NASHIK","Nashik","MAHARASHTRA","2880","08-Aug-2022","07-Aug-2027","8408882562","Active",""
"Central Warehousing Corporation","Central Warehouse Amravati","6869853","Krishna Nagar Post Office, New Cotton Market Road,Amravati","Amravati","MAHARASHTRA","28920","22-Feb-2024","21-Feb-2029","9158249847","Active",""
"Agriculture Produce Market Comm.","A.P.M.C. Digras Warehouse","6756092","Digras APMC Market Yard, Shivaji Chowk","Yavatmal","MAHARASHTRA","1","14-Jul-2023","13-Jul-2028","9422167294","Active",""
"APMC Sironcha","APMC, sironcha","6709836","APMC ,sironcha,","Gadchiroli","MAHARASHTRA","1147","17-Apr-2023","16-Apr-2028","7588302009","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corpration, Arvi","6594360","Pulgaon Road, Arvi,","Wardha","MAHARASHTRA","9000","13-Jun-2022","12-Jun-2027","9420246333","Active",""
"Maharashtra State Warehousing Corporation","MSWC Kharda","6756811","Bhoom Road, APMC Marketyard","Ahmadnagar","MAHARASHTRA","3000","14-Jul-2023","13-Jul-2028","9766793572","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, KALLAMB","6756902","A.P.M.C. MARKETYARD, KALLAMB","Osmanabad","MAHARASHTRA","5400","14-Jul-2023","13-Jul-2028","8379809771","Active",""
"Maharashtra State Warehousing Corporation","MANMAD","6579874","APMC MARKET YARD, CHANWAD ROAD MANMAD","Nashik","MAHARASHTRA","12900","26-May-2022","25-May-2027","8408882562","Active",""
"NAGNATH WADEKAR","M/s wadekar Warehousing","7064611","C54 MIDC KHANAPUR, NANDED HIGHWAY ROAD","Nanded","MAHARASHTRA","2244","04-Apr-2025","03-Oct-2029","8605965757","Active",""
"Maharashtra State Warehousing Corporation","MSWC B-23 Aurangabad, MIDC","6757264","MSWC, B23 MIDC Area, Railway Station Road, Aurangabad","Aurangabad","MAHARASHTRA","5540","14-Jul-2023","13-Jul-2028","8983022545","Active",""
"arni","A.PM.C. Arni","6761670","A.PM.C. Arni Tq. Arni.Dist.yawatmal,","Yavatmal","MAHARASHTRA","1147","25-Jul-2023","24-Jul-2028","9975049260","Active",""
"APMC,nagbhid","apmc,nagbhid","6701106","apmc,nagbhid, apmc nagbhid,nagbhid","Chandrapur","MAHARASHTRA","1147","28-Mar-2023","27-Mar-2028","9422943283","Active",""
"KRUSHI UTPANNA BAZAR SAMITI MOTALA","KRUSHI UTPANNA BAZAR SAMITI MOTALA","6786156","At.Po.Motala Ta.Motala Dist.Buldana, At.Po.Motala","Buldana","MAHARASHTRA","1147","26-Sep-2023","25-Sep-2028","9421473297","Active",""
"Maharashtra State Warehousing Corporation","LOHARA (Y)","6579247","MIDC Area, Lohara,","Yavatmal","MAHARASHTRA","16364","26-May-2022","25-May-2027","9665234365","Active",""
"APMC LAsalgaon","APMC Lasalgaon","6713887","Vinchur,","Nashik","MAHARASHTRA","1000","01-May-2023","30-Apr-2028","7387670813","Active",""
"Central Warehousing Corporation","Central Warehouse, Vashi","2751640","Near APMC/Turbhe Railway station, vashi","Thane","MAHARASHTRA","97406","24-Feb-2021","23-Feb-2026","9819204148","Active",""
"Central Warehousing Corporation","Central Warehousing Corporation Central Warehouse CFS Ambad","6871834","Plot No C-901, MIDC Industrial Area Ambad, Nasik,","Nashik","MAHARASHTRA","15825","26-Feb-2024","25-Feb-2029","8888051609","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, PARANDA","6757538","APMC MARKETYARD, PARANDA","Osmanabad","MAHARASHTRA","3420","17-Jul-2023","16-Jul-2028","7620211011","Active",""
"Shweta Agrawal","Om shiv Ganesh Industries","6962195","Survey No. 148/6, Khanapur, Trambakpur, MIDC Area Akot","Akola","MAHARASHTRA","4861","28-Jul-2024","27-Jul-2029","9423128093","Active",""
"APMC Sangamner","Submarket Wadgaon","6961387","Pune-Shirdi Road, Wadgaon pan,","Ahmadnagar","MAHARASHTRA","1000","28-Jul-2024","27-Jul-2029","8605759275","Active",""
"A.P.M.C.Mahagaon Tq. Dist.yawatmal","A.P.M.C.mahagaon","6938252","A.P.M.C.mahagaon Tq.mahagaon dist.yavatmal,","Yavatmal","MAHARASHTRA","1000","05-Jun-2024","04-Jun-2029","9604876967","Active",""
"RUCHI AGRAWAL","Ruchi Agrawal","7094675","Kh. No. 113, Mouza- Mahalgaon, Tah. Kamptee, Dist. Nagpur","Nagpur","MAHARASHTRA","3960","26-May-2025","25-May-2030","9049497779","Active",""
"Maharashtra State Warehousing Corporation","MSWC RATNAGIRI","6578348","T-6 MIDC ,MIRJOLE BLOCK,, TAL & DIST. RATNAGIRI","Ratnagiri","MAHARASHTRA","14260","24-May-2022","23-May-2027","8097537118","Active",""
"Maharashtra State Warehousing Corporation","AKKALKOT","6593552","Akkalkot, Akkalkot","Solapur","MAHARASHTRA","7704","13-Jun-2022","12-Jun-2027","9175989021","Active",""
"agriculture produce market committee, bhrmpuri","APMC, bramhpuri","6706147","APMC, bramhpuri,","Chandrapur","MAHARASHTRA","1147","31-Mar-2023","30-Mar-2028","8329884348","Active",""
"Maharashtra State Warehousing Corporation","SHAHADA","6581672","BEHIND STATE BANK, MARKET YARD","Nandurbar","MAHARASHTRA","5100","28-May-2022","27-May-2027","8408882562","Active",""
"BARAFWALA AGRO PROCESSORS","BARAFWALA AGRO PROCESSORS","7089998","GATE NO 807, 818,819, DADDI ROAD,, KALAVIKATTI, GADHINGLAJ, KOLHAPUR","Kolhapur","MAHARASHTRA","2678","15-May-2025","14-May-2030","9880200244","Active",""
"RENUKA PARSEWAR","PRASHANT WAREHOUSE","6740526","GUT NO.195,BHAYEGAON ROAD,JAWAHAR NAGAR,TUPPA,NANDED-431603,","Nanded","MAHARASHTRA","10440","22-Jun-2023","21-Jun-2028","8208753226","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE, SANGLI","6826564","3RD LANE, MARKET YARD, SANGLI","Sangli","MAHARASHTRA","16060","26-Dec-2023","25-Dec-2028","9921508544","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE NASHIK ROAD","4131668","CENTRAL WAREHOUSE NASHIK ROAD, DEOLALI GAON, OPP.URDU SCHOOL, NASIK ROAD -422101,","Nashik","MAHARASHTRA","20182","31-Mar-2021","30-Mar-2026","8888051609","Active",""
"StarAgriWarehousing CollateralManagementLimited","JAI WAREHOUSING CORPORATION","6837181","Godown No. - 1 & 2, Survey No. - 45/3, Mangrulpir Road,, At. - Barshitakli, Dist. - Akola","Akola","MAHARASHTRA","3363","12-Jan-2024","11-Jan-2029","9314058569","Active",""
