"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Tiosa","6720452","APMC Market Year, Satargaon Road, Tiosa,","Amravati","MAHARASHTRA","2780","26-May-2023","25-May-2028","8805017485","Active",""
"Maharashtra State Warehousing Corporation","MSWC Mirajgaon","6757082","APMC Marketyard, Near Water Tank","Ahmadnagar","MAHARASHTRA","3000","14-Jul-2023","13-Jul-2028","9763474246","Active",""
"Central Warehousing Corporation","Central Warehouse Miraj Base Depot","2531646","Manik Nagar Near Railway Colony, Miraj","Sangli","MAHARASHTRA","80000","18-Feb-2021","17-Feb-2026","9860603465","Active",""
"Agricultural Produce Market Committee Manchar","Agricultural Produce Market Committee Manchar","6865174","Market yard Manchar,","Pune","MAHARASHTRA","1147","19-Feb-2024","18-Feb-2029","9922861133","Active",""
"Central Warehousing Corporation","cw ambernath","3931646","chincholi, ambernath","Thane","MAHARASHTRA","5000","24-Mar-2021","23-Mar-2026","9819171589","Active",""
"Agricultural Produce Market Committee, Balapur","APMC Balapur","6739981","Sub Yard Wadegaon, Balapur Patur Road","Akola","MAHARASHTRA","1147","19-Jun-2023","18-Jun-2028","9370543764","Active",""
"Saastha Warehousing Private Limited","Saastha Warehousing Private Limited","7091614","At Bhingar Post Ajiwali Taluka Panvel,","Raigarh","MAHARASHTRA","10000","20-May-2025","19-May-2030","9619920104","Active",""
"AGRICULTURAL PRODUCE MARKET COMMITTEE","KRUSHI UTTPANA BAZAR SAMITI TULJAPUR","6763296","Latur road Market yard,","Osmanabad","MAHARASHTRA","1000","27-Jul-2023","26-Jul-2028","9975720584","Active",""
"Maharashtra State Warehousing Corporation","Lote Parshuram","6769053","M.I.D.C Area lote (P) P.29,","Ratnagiri","MAHARASHTRA","5830","31-Jul-2023","30-Jul-2028","8097537118","Active",""
"APMC BARSHITAKLI","A.p.m.c. barashitakli","6759872","Apmc barshi takli mahan road near railway station barshi takli.,","Akola","MAHARASHTRA","1000","20-Jul-2023","19-Jul-2028","+919766677","Active",""
"RABIA LOGISTICS PRIVATE LIMITED","RABIA LOGISTICS PRIVATE LIMITED","6882187","Dagad Umra Fata Washim Pusad Road Dhanora Kh.,","Washim","MAHARASHTRA","35000","08-Mar-2024","07-Sep-2028","9763430060","Active",""
"PHOENIX ENTERPRISES","PHOENIX ENTERPRISES","6741334","GAT NO 474 & 475 ,GAT NO 472/1/A,","Nandurbar","MAHARASHTRA","16804","22-Jun-2023","21-Jun-2028","9923056090","Active",""
"Purushottam Biyani","Biyani Warehouse","7008907","masala Pen,","Washim","MAHARASHTRA","500","10-Jan-2025","09-Jan-2030","9423127897","Active",""
"AAI SHARDA LOGISTICS PRIVATE LIMITED","AAI SHARDA LOGISTICS PRIVATE LIMITED","6744759","At Gut No. 68/2/B, 68/3/A, 67/1/B1, Village - Hol T Haveli,","Nandurbar","MAHARASHTRA","20000","24-Jun-2023","23-Dec-2027","9850070254","Active",""
"Maharashtra State Warehousing Corporation","MSWC Vaijapur","6746556","MSWC, Opp power house,, Aurangabad Rd, Vaijapur","Aurangabad","MAHARASHTRA","6320","27-Jun-2023","26-Jun-2028","9860820981","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, AUSA","6746911","PLOT NO.B-11 MIDCI AUSA, AUSA","Latur","MAHARASHTRA","5400","27-Jun-2023","26-Jun-2028","9579866338","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE YAVATMAL","6825665","DHAMANGAON ROAD, NEAR OCTROI CHECK POST","Yavatmal","MAHARASHTRA","23714","26-Dec-2023","25-Dec-2028","9372309019","Active",""
"Yogita Rathi","Yogita Rathi Warehouse","7083967","Plat No.02 Survey No.102/02, Mouja - Kohli, Tah- Hinganghat, Dist- Wardha","Wardha","MAHARASHTRA","5903","02-May-2025","01-Nov-2029","9850308030","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, PARBHANI-CITY","6589501","Behind Zilha Parishad Parbhani, Near DSM Collage, PARBHANI","Parbhani","MAHARASHTRA","6000","01-Jun-2022","31-May-2027","9545011693","Active",""
"Maharashtra State Warehousing Corporation","AMALANER","6589865","APMC MARKET /Takarkheda Road, AMALNER","Jalgaon","MAHARASHTRA","13990","01-Jun-2022","31-May-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","Taloja (General)","6584551","Maharashtra State Warehousing Corporation, Plot No. L-4, MIDC Area,, IGPL Road, Taloja","Raigarh","MAHARASHTRA","18600","30-May-2022","29-May-2027","9029023752","Active",""
"StarAgriWarehousing CollateralManagementLimited","Star Agri Warehousing & Collateral Management Limited C/O Shree Ganesh Warehousing Corporation","1006741","Godown No.1 to 4 Survey no 157/2,","Akola","MAHARASHTRA","1356","16-Mar-2022","15-Mar-2027","9314058569","Active",""
"Kirti Oil Industries Pvt Ltd","Kirti Oil Industries Pvt Ltd","7098635","Gat No.729 Parbhani To Manwat Road Road Pedgaon Phata Road Pedgaon,","Parbhani","MAHARASHTRA","12965","29-May-2025","28-May-2030","9158490000","Active",""
"Kirti Oil Industries Pvt Ltd","Kirti Oil Industries Pvt Ltd","7098908","Gat No.94/1 Udgir to Yanki Manki Laxmi WH oppsiteRoad,","Latur","MAHARASHTRA","12880","29-May-2025","28-May-2030","9158490000","Active",""
"Krishi Vatpan Bajar Samiti Sinner","Submarket Wavi","6761852","At. Post-Wavi, Sinner Road","Nashik","MAHARASHTRA","1000","25-Jul-2023","24-Jul-2028","9766191234","Active",""
"Maharashtra State Warehousing Corporation","UDGIRMSWC,A1MIDC Area, Loni,Nanded Road,Udgir","6630818","MSWC,A1MIDC Area, Loni,Nanded Road,Udgir, UDGIR","Latur","MAHARASHTRA","12300","19-Sep-2022","18-Sep-2027","9970640322","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE GONIDA-1","3011645","PLOT NO B-28-29, NEAR SINDHI HIGH SCHOOL, SAWARA TOLY, MURRI ROAD","Gondiya","MAHARASHTRA","11550","02-Mar-2021","01-Mar-2026","9822901852","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, RENAPUR","6613806","APMC MARKET YARD, RENAPUR","Latur","MAHARASHTRA","4200","10-Aug-2022","09-Aug-2027","8390033220","Active",""
"Central Warehousing Corporation","CW CHIKALTHANA","4091667","PLOT NO 91 MIDC AREA, CHIKALTHANA","Aurangabad","MAHARASHTRA","5600","30-Mar-2021","29-Mar-2026","9175505584","Active",""
"Kirti Oil Industries Pvt Ltd","Kirti Oil Industries Pvt Ltd","7099179","Gt No 38/2 Karanja Lad To Manglurpir Road Washim Road,","Washim","MAHARASHTRA","16966","29-May-2025","28-May-2030","9158490000","Active",""
"Agricultural Produce Market Committee Baramati","Agricultural Produce Market Committee Baramati","6839526","Indapur Road, Market Yard","Pune","MAHARASHTRA","1147","18-Jan-2024","17-Jan-2029","9860305093","Active",""
"Kirti Oil Industries Pvt Ltd","Kirti Oil Industries Pvt Ltd","7099351","Gat No.46 Latur To Ambegogai Road Satephal oad,","Bid","MAHARASHTRA","13914","29-May-2025","28-May-2030","9158490000","Active",""
"Sadhana Khutwad","Sadhana Chitrasen Khutwad","6790299","Sr. No, 159/3 & 4, Pune-Saswad Road","Pune","MAHARASHTRA","18444","11-Oct-2023","10-Oct-2028","8698502525","Active",""
"Kirti Oil Industries Pvt Ltd","Kirti Oil Industries Pvt Ltd","7104664","Gat No.95 Barshi Kurduwadi Road Wangarwadi,","Solapur","MAHARASHTRA","14598","19-Jun-2025","18-Jun-2030","9158490000","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation Amgaon","6575732","Pondhwana Road Kumbhartoli, Amgaon","Gondiya","MAHARASHTRA","8600","19-May-2022","18-May-2027","9561639170","Active",""
"Maharashtra State Warehousing Corporation","KASODA","6598593","APMC MARKET YARD, KASODA","Jalgaon","MAHARASHTRA","2000","30-Jun-2022","29-Jun-2027","8408882562","Active",""
"STEINWEG-SHARAF INDIA PRIVATE LIMITED","Steinweg Sharaf India Pvt Ltd C/O ARHAM LOGIPARC WH","7121130","Godown no 3, Building no B1, Land Bearing Gramin house no 1164, Mumbai Nashik Highway Road, village Valasind, Bhiwandi","Thane","MAHARASHTRA","1700","31-Jul-2025","30-Jul-2030","9584847450","Active",""
"Central Warehousing Corporation","Kolhapur-II","4131649","A-3,MIDC,Gokulshirgaon,Kolhapur,","Kolhapur","MAHARASHTRA","20000","31-Mar-2021","30-Mar-2026","7767089708","Active",""
"Shree Shubham Logistics Limited","SHREE SHUBHAM LOGISTICS LIMITED, SAVITA ANAND AGRAWAL WAREHOUSE,","2111643","SURVEY NO.11, PLOT NO.02, MOUJE-JOGBAN,, TALUKA-AKOT, DISTRICT-AKOLA, MAHARASHTRA.","Akola","MAHARASHTRA","3202","18-Jan-2021","17-Jan-2026","9850377732","Active",""
"Maharashtra State Warehousing Corporation","MSWC Vashi","6598957","Maharashtra State Warehousing Corporation, Sector 18, Plot No. 37,, APMC, Market Yard, Vashi","Thane","MAHARASHTRA","3300","01-Jul-2022","30-Jun-2027","9158001325","Active",""
"Maharashtra State Warehousing Corporation","MSWC Gultekdi A","6614341","583/B Marketyard ,Gultekadi Pune 411 037,","Pune","MAHARASHTRA","5400","12-Aug-2022","11-Aug-2027","8329791797","Active",""
"Punam Choudhary","Vasant Elite Warehouse","6967418","23 Wahgoli Lehegaon Morshi Road,","Amravati","MAHARASHTRA","5000","14-Aug-2024","13-Aug-2029","8808881919","Active",""
"BLACKSTONE LOGISTICS PRIVATE LIMITED","BLACKSTONE LOGISTICS PRIVATE LIMITED","6888846","Akola Bypass, Temburna Phata Khamgoan,","Buldana","MAHARASHTRA","35000","18-Mar-2024","17-Sep-2028","8999015267","Active",""
"Maharashtra State Warehousing Corporation","Panvel Cold Storage","6590046","Maharashtra State Warehousing Corporation, Plot No. 463,, Raigad Bazar, APMC Market Yard, Panvel","Raigarh","MAHARASHTRA","5000","01-Jun-2022","31-May-2027","8149199753","Active",""
"Maharashtra State Warehousing Corporation","MSWC DONDAICHA WANI ROAD","6575104","S. No. 8/2, 9/2, 9/1 Vani Road Warvade, Shivar","Dhule","MAHARASHTRA","14576","15-May-2022","14-May-2027","8551041333","Active",""
"Maharashtra State Warehousing Corporation","MSWC Karjat","6589329","Maharashtra State Warehousing Corporation, Dahivali Krushi Utpanna Bazar Samiti, Market Yard","Raigarh","MAHARASHTRA","1450","01-Jun-2022","31-May-2027","9137308234","Active",""
"KHURANA WAREHOUSING","KHURANA WAREHOUSING","7123565","PLOT NO C26, MIDC AREA LIMBALA MAKTA","Hingoli","MAHARASHTRA","3300","05-Aug-2025","04-Aug-2030","9764555001","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, NANDED-CITY","6634505","NANDED-HINGOLI ROAD, VASANT NAGER","Nanded","MAHARASHTRA","5640","23-Sep-2022","22-Sep-2027","9823426019","Active",""
"Maharashtra State Warehousing Corporation","MSWC Akluj","6603005","Marketyard, Akluj,","Solapur","MAHARASHTRA","8600","19-Jul-2022","18-Jul-2027","7387672472","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Pusad","6633606","Dhankeshwar Road, Washim Road,","Yavatmal","MAHARASHTRA","8000","22-Sep-2022","21-Sep-2027","9767960097","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Wardha MIDC","6634059","MIDC Area, Sewagram Road, Wardha MIDC","Wardha","MAHARASHTRA","15000","22-Sep-2022","21-Sep-2027","9421852599","Active",""
"Vikas Agro Producer Company Limited","Vikas Agro Producer Company Limited","7012503","Gat No 79, Nagzari,","Latur","MAHARASHTRA","2160","23-Jan-2025","22-Oct-2029","9823733322","Active",""
"Vijayalakshmi Agro Foods Pvt.Ltd","Vijayalakshmi Agro Foods Pvt.Ltd","6534150","Plot No. 6 Newasa MIDC Area, Pandharipool Tal Newasa","Ahmadnagar","MAHARASHTRA","5000","24-Sep-2021","23-Sep-2026","9822407055","Active",""
"VENKATESHWARA WAREHOUSING","VENKATESHWARA WAREHOUSING","6856801","Gno: 374,375,376,377, vill: kalgaon,","Hingoli","MAHARASHTRA","10000","09-Feb-2024","08-Feb-2029","8688778324","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE- WARDHAMAN NAGAR, NAGPUR","6828008","CENTRAL WAREHOUSE- WARDHAMAN NAGAR, NAGPUR,","Nagpur","MAHARASHTRA","17850","27-Dec-2023","26-Dec-2028","7506733095","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Telhara","6576722","APMC, Market Yar, Telhara,","Akola","MAHARASHTRA","4800","23-May-2022","22-May-2027","8788101807","Active",""
"STEINWEG-SHARAF INDIA PRIVATE LIMITED","Steinweg Sharaf India Pvt Ltd C/O Preet Warehouse","6997746","Gut no 72, mouja moujabad, Gangapur Aurangabad road,, Tah. gangapur, dist. Aurangabad","Aurangabad","MAHARASHTRA","1690","26-Nov-2024","25-Nov-2027","9584847450","Active",""
"STEINWEG-SHARAF INDIA PRIVATE LIMITED","Steinweg Sharaf India pvt Ltd C/O Buldana Urban Warehouse Ch no 5 & 6","6988653","Buldana Urban co op credit Society Godown No 5&6,, Post javara, yavatmal Road, badnera, Amravati","Amravati","MAHARASHTRA","2083","23-Oct-2024","22-Oct-2027","9584847450","Active",""
"Central Warehousing Corporation","CW Miraj (G)","6789481","P-8 , Block C , MIDC Area Miraj, District Sangli","Sangli","MAHARASHTRA","10000","11-Oct-2023","10-Jan-2028","8668717995","Active",""
"Central Warehousing Corporation","CW,AKOLA-II","6797229","MOHTA MILL COMPLEX, BEHIND APMC MARKET","Akola","MAHARASHTRA","27400","30-Oct-2023","29-Oct-2028","9021136571","Active",""
"STEINWEG-SHARAF INDIA PRIVATE LIMITED","Steinweg Sharaf India Pvt Ltd C/O Shantilal jain WH Ch no 4 & 8","6996755","Shantilal jain Agro Product Market pvt Ltd, gut no 575/3, manur Road, Bodwad, Dist. jalgaon","Jalgaon","MAHARASHTRA","2339","25-Nov-2024","24-Nov-2029","9584847450","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation Karanja Gahadge","6583470","Agricultar Produce Market Committee, Nagpur Road Karanja Gahadge,","Wardha","MAHARASHTRA","5220","29-May-2022","28-May-2027","9689977551","Active",""
"Agricultural Produce Market Committee Akkalkot","Agricultural Produce Market Committee Akkalkot","7048507","Shri Basaveshwar Market Yard, Bagehalli Road","Solapur","MAHARASHTRA","1195","24-Mar-2025","23-Mar-2030","9423526023","Active",""
"Maharashtra State Warehousing Corporation","MSWC Solapur","6593735","PLOT NO.8, SIDDHESHWAR MARKET YARD,","Solapur","MAHARASHTRA","5400","13-Jun-2022","12-Jun-2027","9960243003","Active",""
"National Commodities Management Services Limited","National Collateral Management Services Ltd., C/O Maruti Nandan Warehouse","1004175","Survey No. 52/2, Mauje Sonori, Taluka- Mutizapur,","Akola","MAHARASHTRA","4978","17-Jan-2023","16-Nov-2027","7387056402","Active",""
"National Commodities Management Services Limited","MARUTI NANDAN WAREHOUSE CORPORATION","7171649","SURVEY NO.52/2,MAUJE SONORI,TALUKA-MURTIZAPUR, Sonori, Murtizapur","Akola","MAHARASHTRA","7475","11-Jul-2023","04-Mar-2027","7387056402","Active",""
"National Commodities Management Services Limited","Meena Pravin Chandak","5791641","Survey no 9 Jogban Wadali Satwai Hiwarkhed Road Akot, Taluka :Akot","Akola","MAHARASHTRA","3105","31-Mar-2023","22-Jan-2028","7387056402","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Achalpur","6633960","APMC, Market Yard, Achalpur,","Amravati","MAHARASHTRA","5000","22-Sep-2022","21-Sep-2027","9604743185","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Akot","6581581","APMC, Market Yard, Akot,","Akola","MAHARASHTRA","3870","28-May-2022","27-May-2027","9146938353","Active",""
"Dayashankar Jaiswal","Jaiswal Agri Trading","6833313","Survey No-240/1,","Nagpur","MAHARASHTRA","2375","09-Jan-2024","08-Jul-2028","7620500174","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Nandgaon Kh.","6582217","APMC, Market Yard, Amravati Road, Nadgaon Khandeshwar,","Amravati","MAHARASHTRA","3600","28-May-2022","27-May-2027","8208231129","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Mehekar","6589055","APMC, Market Yard, Dongaon Road, Mehekar,","Buldana","MAHARASHTRA","10000","01-Jun-2022","31-May-2027","9881751896","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Murtizapur","6581227","N.H.-6, Near Yavatmal Railway Crossing, Murtizapur,","Akola","MAHARASHTRA","17650","26-May-2022","25-May-2027","9422862537","Active",""
"Maharashtra State Warehousing Corporation","MSWC Newasa MIDC","6594188","Pandharipool,","Ahmadnagar","MAHARASHTRA","2800","13-Jun-2022","12-Jun-2027","8956103577","Active",""
"Abhimanyu Gujar","GANRAJ KRUPA WARE HOUSING COMPANY","6608319","Opp,Karad Railway Good Shed, Karad Railway station, Oglewadi, Tal:- Karad Dist:- Satara","Satara","MAHARASHTRA","4000","29-Jul-2022","28-Jul-2027","9822245555","Active",""
"StarAgriWarehousing CollateralManagementLimited","Aditya warehousing corporation","6511029","Gat No. 178/2, A/P - Tanang,, Tal - Miraj, Sangli, MIRAJ,","Sangli","MAHARASHTRA","2001","05-Apr-2024","25-Jun-2029","9314058569","Active",""
"Maharashtra State Warehousing Corporation","MSWC Kopergaon","6594097","APMC MARKET YARD KOPARGAON,","Ahmadnagar","MAHARASHTRA","8360","13-Jun-2022","12-Jun-2027","9604771005","Active",""
"Central Warehousing Corporation","CW AKOLA-I","3431640","DESHMUKH FILE IN FRONT OF APMC MARKET AKOLA, AKOLA","Akola","MAHARASHTRA","17420","12-Mar-2021","11-Mar-2026","9021136571","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, KINWAT","6589956","Mahur Rd., Co. Op. Cotton Ginning & Pressing Soc. Ltd. Kinwat, Tq. Kinwat, KINWAT","Nanded","MAHARASHTRA","3150","01-Jun-2022","31-May-2027","7972962388","Active",""
"APMC ,SINDI","APMC submarket, seloo","6827737","sukli station road ,seloo,","Wardha","MAHARASHTRA","1000","26-Dec-2023","25-Dec-2028","9970356620","Active",""
"Maharashtra State Warehousing Corporation","MSWC Vairag","6588875","Market Yard Vairag,","Solapur","MAHARASHTRA","2000","01-Jun-2022","31-May-2027","7972587050","Active",""
"Maharashtra State Warehousing Corporation","MIRAJ","6587521","Miraj Pandharpur road, Tasgaon Phata, Miraj, Gat No. 2233A, Malgaon,Miraj","Sangli","MAHARASHTRA","14400","30-May-2022","29-May-2027","9404716517","Active",""
"Maharashtra State Warehousing Corporation","Takari","6586713","Marketyard, Takari, Tal- Walwa,,","Sangli","MAHARASHTRA","2980","30-May-2022","29-May-2027","9096978970","Active",""
"Maharashtra State Warehousing Corporation","DHULE MIDC","6591663","Near p-7 Midc Avdhan Dhule, Near Balaji weighbridge","Dhule","MAHARASHTRA","22650","07-Jun-2022","06-Jun-2027","8668773871","Active",""
"Maharashtra State Warehousing Corporation","Kannad","6592026","MSWC, APMC Area, Kannad, Kannad, Aurangabad-431103","Aurangabad","MAHARASHTRA","3000","07-Jun-2022","06-Jun-2027","9850078978","Active",""
"Maharashtra State Warehousing Corporation","Islampur","6633879","Kapurwadi,Market yard Islampur, Taluka Walwa","Sangli","MAHARASHTRA","3600","22-Sep-2022","21-Sep-2027","9325205855","Active",""
"Maharashtra State Warehousing Corporation","RAVER","6582308","Near by ITI,Utkheda Road,Pal Phata, RAVER","Jalgaon","MAHARASHTRA","5160","28-May-2022","27-May-2027","8408882562","Active",""
"APMC Shrigonda","APMC Shrigonda","6861215","Market Yard Shrigonda, Duand-Jamkhed Road","Ahmadnagar","MAHARASHTRA","1000","14-Feb-2024","13-Feb-2029","7028839989","Active",""
"Maharashtra State Warehousing Corporation","SINNAR WAREHOUSE","6613715","Plot No. E9,, SINNAR MIDC AREA, SINNAR","Nashik","MAHARASHTRA","7140","10-Aug-2022","09-Aug-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","DHARANGAON","6599047","A.P.M.C MARKET, DHARANGAON","Jalgaon","MAHARASHTRA","6600","01-Jul-2022","30-Jun-2027","8408882562","Active",""
"Anil Raikvar","Anil Agri Industries Warehouse","7034911","Sawali Phata Shiv Mandir 20 KM Milestone, N. H. No. 6 Bhandara Road,","Nagpur","MAHARASHTRA","5000","10-Mar-2025","09-Sep-2029","7840945913","Active",""
"Maharashtra State Warehousing Corporation","CHOPDA","6580500","APMC MARKET YARD, CHOPADA","Jalgaon","MAHARASHTRA","4050","26-May-2022","25-May-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","WANI NASHIK","6599674","MULANE ROAD,WANI (N), WANI","Nashik","MAHARASHTRA","2000","05-Jul-2022","04-Jul-2027","8408882562","Active",""
"agriculture,produce market commitee,chimur","APMC ,CHIMUR","6691745","APMC ,CHIMUR,","Chandrapur","MAHARASHTRA","1147","03-Mar-2023","02-Mar-2028","9545310259","Active",""
"Maharashtra State Warehousing Corporation","PARBHANI MIDC","6579155","21-22 MIDC PARBHANI, 21-22 MIDC","Parbhani","MAHARASHTRA","27956","26-May-2022","25-May-2027","9158001340","Active",""
"GOVINDA WAREHOUSES","GOVINDA WAREHOUSES","7109077","AT DHRMAPURI,","Parbhani","MAHARASHTRA","8000","30-Jun-2025","29-Jun-2030","9764555001","Active",""
"Maharashtra State Warehousing Corporation","MSWC Gultekdi B","6579510","583/B Marketyard ,Gultekadi Pune 411 037,","Pune","MAHARASHTRA","5100","26-May-2022","25-May-2027","8329791797","Active",""
"Maharashtra State Warehousing Corporation","DHAMANGAON","6579429","Near by DSMS Colloge, Dhamangaon, Dhamangaon","Amravati","MAHARASHTRA","12043","26-May-2022","25-May-2027","8805060702","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, HATTA","6578520","APMC MARKET YARD,, HATTA","Hingoli","MAHARASHTRA","6550","24-May-2022","23-May-2027","9860155071","Active",""
"Maharashtra State Warehousing Corporation","Ichalkaranji","6583025","Market Yard Sangli Road Ichalkaranji, Market Yard Sangli Road Ichalkaranji","Kolhapur","MAHARASHTRA","3000","29-May-2022","28-May-2027","9175927336","Active",""
"STEINWEG-SHARAF INDIA PRIVATE LIMITED","Steinweg sharaf India Pvt Ltd C/O Alkabai Bala Gadekar WH ch no 1 & 2","7006299","gadekar patil Warehousing Service Pvt Ltd, Gut no 92, Pimpri Warud, TQ. Sillod, Dist. Chhatrapati Shambhaji nagar","Aurangabad","MAHARASHTRA","2275","01-Jan-2025","30-Jun-2029","9584847450","Active",""
"Maharashtra State Warehousing Corporation","DHANAWADEWADI","6577621","Survey No. 12 & 14 A, Dhanawadewadi,, Karbude","Ratnagiri","MAHARASHTRA","18103","24-May-2022","23-May-2027","8551064333","Active",""
"Maharashtra State Warehousing Corporation","MSWC Paithan-A","6757173","MSWC, APMC Area, Nath Road, Narala Godown Paithan","Aurangabad","MAHARASHTRA","1580","14-Jul-2023","13-Jul-2028","9307712395","Active",""
"KIRTI ENTERPRISES","KIRTI ENTERPRISES PVT LTD","6938799","GAT NO. 396/2, 397/1, OLD DHAMANGOAN ROAD,","Jalgaon","MAHARASHTRA","13440","07-Jun-2024","06-Dec-2028","9158277177","Active",""
"Pooja Rathi","Parmarth Warehouse","6622179","Gat No. 57, At Post Waki Gram Panchayat Sailu-Partur Road","Parbhani","MAHARASHTRA","3500","29-Aug-2022","28-Aug-2026","9689947699","Active",""
"Maharashtra State Warehousing Corporation","BASMATNAGER","6578793","APMC, MARKET YARD, BASMATH","Hingoli","MAHARASHTRA","7200","24-May-2022","23-May-2027","9420035022","Active",""
"Maharashtra State Warehousing Corporation","Partur","6576995","MSWC, APMC Area, Pardgaon Road, Near Railway Track, Tal.Partur, Jalna 431501","Jalna","MAHARASHTRA","5840","23-May-2022","22-May-2027","7588089986","Active",""
"Maharashtra State Warehousing Corporation","KHADKI AHMADNAGAR","6576904","""At Khadki, Post-Khandala,, Tal-Nagar, Dist-Ahmednagar ""","Ahmadnagar","MAHARASHTRA","8944","23-May-2022","22-May-2027","9822148684","Active",""
"StarAgriWarehousing CollateralManagementLimited","MANOHAR COLD STORAGE & AGROTECH","7123201","CHAMBER NO D, D1, GAT NO.423, KUPWAD-TANANG ROAD, A/P-TANANG .TAL-MIRAJ,DIST-SANGLI, MAHARASTRA .PIN 416410.,","Sangli","MAHARASHTRA","820","04-Aug-2025","03-Aug-2030","9314058569","Active",""
"Agriculture produce market committee,parshiwani.","APMC Parshiwani","6825848","agriculture market committee, parshiwani,","Nagpur","MAHARASHTRA","1147","26-Dec-2023","25-Dec-2028","8770467546","Active",""
"Maharashtra State Warehousing Corporation","MSWC JALNA BHOKARDAN ROAD","6767610","BHOKARDAN ROAD JALNA,","Aurangabad","MAHARASHTRA","29667","31-Jul-2023","30-Jul-2028","8408882579","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Arjuni Morgaon","6582845","Agricultur Produce Market Committee, Arjuni Morgaon","Gondiya","MAHARASHTRA","7200","29-May-2022","28-May-2027","9561075666","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Washim","6575823","APMN, Market Yard, Near Railway Station, Washim,","Washim","MAHARASHTRA","10950","19-May-2022","18-May-2027","9765439919","Active",""
"ERGOS BUSINESS SOLUTIONS PRIVATE LIMITED","Dattatray Appasaheb Patil Warehouse","6719736","Village & Post Wakla, Taluka Vaijapur","Aurangabad","MAHARASHTRA","962","24-May-2023","23-May-2028","7033212281","Active",""
"STEINWEG-SHARAF INDIA PRIVATE LIMITED","Steinweg sharaf India Pvt Ltd C/O Usha Industries WH","6997654","MIDC plot no B-32, Additional MIDC Area, YAVATMAl","Yavatmal","MAHARASHTRA","2671","26-Nov-2024","25-Nov-2029","9584847450","Active",""
"Maharashtra State Warehousing Corporation","KUDAL","6588966","Kudal, Kudal","Sindhudurg","MAHARASHTRA","9821","01-Jun-2022","31-May-2027","9403322939","Active",""
"Maharashtra State Warehousing Corporation","Koregaon","6698948","Marketyard Koregaon,dist.Satara, APMC Koregaon","Satara","MAHARASHTRA","2160","24-Mar-2023","23-Mar-2028","9145272701","Active",""
"Maharashtra State Warehousing Corporation","NAGAPUR AHMEDNAGAR","6575914","P 153 NAGAPUR MIDC, AHMEDNAGAR, NEAR JIMKHANA","Ahmadnagar","MAHARASHTRA","22854","19-May-2022","18-May-2027","9822858423","Active",""
"Maharashtra State Warehousing Corporation","Satara D-5","6586531","Plot NO.D5, Old MIDC Satara","Satara","MAHARASHTRA","8800","30-May-2022","29-May-2027","9423539262","Active",""
"Maharashtra State Warehousing Corporation","Parli Tokwadi","6575013","PARLI BEED ROAD, TOKWADI","Bid","MAHARASHTRA","15378","15-May-2022","14-May-2027","9763816355","Active",""
"Maharashtra State Warehousing Corporation","Ashti","6584643","MSWC, APMC Area ( Dhotar Joda), Taluka Partur, Partur, Jalna - 431507","Jalna","MAHARASHTRA","2000","30-May-2022","29-May-2027","7588957049","Active",""
"Maharashtra State Warehousing Corporation","JALGAON B-6","6584916","AJANTHA ROAD, MIDC B-6 JALGAON","Jalgaon","MAHARASHTRA","16600","30-May-2022","29-May-2027","8408882562","Active",""
